Customer ID,Age,agr_group,Gender,Item Purchased,Category,Purchase Amount (USD),Purchase Amount in INR,Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
695,41,adults,Male,Dress,Clothing,21,1781.43,Kentucky,S,Charcoal,Fall,3.5,Yes,Venmo,2-Day Shipping,Yes,Yes,38,Venmo,Every 3 Months
696,30,Young adults,Male,Shorts,Clothing,67,5683.61,Nevada,XL,Peach,Summer,3.7,Yes,Bank Transfer,Next Day Air,Yes,Yes,15,Debit Card,Every 3 Months
697,44,adults,Male,Belt,Accessories,42,3562.86,Utah,L,Green,Fall,2.8,Yes,Bank Transfer,Standard,Yes,Yes,49,Cash,Monthly
698,61,Seniors ,Male,Scarf,Accessories,63,5344.29,North Dakota,XL,Brown,Summer,4.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,40,Debit Card,Quarterly
699,55,Middle-aged adults,Male,Boots,Footwear,41,3478.03,Iowa,M,Yellow,Winter,3.8,Yes,PayPal,Standard,Yes,Yes,40,Debit Card,Weekly
700,50,Middle-aged adults,Male,Handbag,Accessories,46,3902.18,Connecticut,M,Charcoal,Fall,2.6,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,5,PayPal,Weekly
701,57,Middle-aged adults,Male,Pants,Clothing,79,6701.57,Wisconsin,L,Olive,Winter,4.1,Yes,Venmo,Standard,Yes,Yes,5,PayPal,Monthly
702,51,Middle-aged adults,Male,Boots,Footwear,90,7634.7,Idaho,L,Red,Fall,3.3,Yes,Cash,Next Day Air,Yes,Yes,5,Debit Card,Every 3 Months
703,18,children,Male,Shirt,Clothing,71,6022.93,Montana,M,White,Winter,3.4,Yes,Bank Transfer,Store Pickup,Yes,Yes,1,Cash,Weekly
704,63,Seniors ,Male,Dress,Clothing,87,7380.21,Connecticut,L,Pink,Summer,3,Yes,Debit Card,Standard,Yes,Yes,21,Venmo,Weekly
705,34,adults,Male,Hoodie,Clothing,66,5598.78,Idaho,S,Black,Spring,3.2,Yes,Venmo,Express,Yes,Yes,18,PayPal,Annually
706,25,Young adults,Male,Pants,Clothing,90,7634.7,Arkansas,XL,Indigo,Summer,4.5,Yes,PayPal,Free Shipping,Yes,Yes,49,Cash,Quarterly
707,46,Middle-aged adults,Male,Jeans,Clothing,47,3987.01,Iowa,L,Turquoise,Summer,4.8,Yes,Venmo,Express,Yes,Yes,27,Debit Card,Weekly
708,59,Middle-aged adults,Male,Shirt,Clothing,38,3223.54,Louisiana,L,Purple,Spring,3.7,Yes,Debit Card,Next Day Air,Yes,Yes,21,Venmo,Annually
709,37,adults,Male,Backpack,Accessories,50,4241.5,Kentucky,L,Beige,Summer,3.4,Yes,Cash,Store Pickup,Yes,Yes,19,Cash,Fortnightly
710,49,Middle-aged adults,Male,Jacket,Outerwear,79,6701.57,Massachusetts,L,Charcoal,Summer,4.6,Yes,Debit Card,Standard,Yes,Yes,23,Debit Card,Monthly
711,22,Young adults,Male,Scarf,Accessories,91,7719.53,Virginia,L,Turquoise,Spring,4.1,Yes,Bank Transfer,Standard,Yes,Yes,26,PayPal,Fortnightly
712,64,Seniors ,Male,Boots,Footwear,60,5089.8,New Hampshire,M,Maroon,Spring,3.5,Yes,PayPal,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly
713,42,adults,Male,Blouse,Clothing,81,6871.23,New Hampshire,XL,Black,Summer,3.8,Yes,Credit Card,Next Day Air,Yes,Yes,36,Bank Transfer,Quarterly
714,37,adults,Male,Hoodie,Clothing,90,7634.7,Oregon,M,Lavender,Summer,2.6,Yes,Bank Transfer,Express,Yes,Yes,39,Bank Transfer,Bi-Weekly
715,26,Young adults,Male,Jacket,Outerwear,70,5938.1,South Dakota,M,Magenta,Fall,4.4,Yes,Venmo,Store Pickup,Yes,Yes,40,Debit Card,Fortnightly
716,33,adults,Male,Jeans,Clothing,63,5344.29,Delaware,L,Green,Spring,2.6,Yes,Venmo,Express,Yes,Yes,37,Debit Card,Quarterly
717,30,Young adults,Male,Jewelry,Accessories,29,2460.07,Missouri,M,Olive,Spring,3.6,Yes,PayPal,Express,Yes,Yes,9,Venmo,Bi-Weekly
718,21,Young adults,Male,Socks,Clothing,90,7634.7,Alaska,L,Green,Spring,4.2,Yes,Debit Card,Express,Yes,Yes,7,Venmo,Every 3 Months
719,22,Young adults,Male,Shirt,Clothing,22,1866.26,Florida,M,Peach,Summer,4.6,Yes,Bank Transfer,Standard,Yes,Yes,25,Bank Transfer,Annually
720,63,Seniors ,Male,Shorts,Clothing,22,1866.26,Mississippi,L,Turquoise,Summer,3.3,Yes,Venmo,Next Day Air,Yes,Yes,42,Venmo,Bi-Weekly
721,33,adults,Male,Jewelry,Accessories,62,5259.46,New Mexico,L,Orange,Fall,3.4,Yes,Bank Transfer,Free Shipping,Yes,Yes,19,Debit Card,Weekly
722,43,adults,Male,Blouse,Clothing,57,4835.31,California,L,Silver,Summer,4.4,Yes,Debit Card,Next Day Air,Yes,Yes,41,Debit Card,Every 3 Months
723,27,Young adults,Male,Sweater,Clothing,32,2714.56,Wyoming,S,Blue,Summer,4.3,Yes,PayPal,Store Pickup,Yes,Yes,50,Cash,Bi-Weekly
724,35,adults,Male,Jewelry,Accessories,53,4495.99,Missouri,L,Cyan,Fall,3.5,Yes,Cash,Express,Yes,Yes,43,PayPal,Monthly
725,37,adults,Male,T-shirt,Clothing,79,6701.57,New Hampshire,XL,Green,Fall,4.7,Yes,Cash,Store Pickup,Yes,Yes,36,Venmo,Every 3 Months
726,61,Seniors ,Male,Hat,Accessories,61,5174.63,Texas,L,Silver,Winter,3.1,Yes,Cash,Standard,Yes,Yes,33,Debit Card,Fortnightly
727,32,adults,Male,Shorts,Clothing,78,6616.74,North Dakota,L,Yellow,Summer,3.6,Yes,PayPal,Next Day Air,Yes,Yes,20,Bank Transfer,Every 3 Months
728,62,Seniors ,Male,Sweater,Clothing,97,8228.51,Arkansas,S,Gray,Winter,4.8,Yes,Credit Card,Next Day Air,Yes,Yes,37,Venmo,Every 3 Months
729,29,Young adults,Male,Jeans,Clothing,78,6616.74,Nebraska,M,Pink,Winter,3.7,Yes,Debit Card,Next Day Air,Yes,Yes,12,PayPal,Every 3 Months
730,41,adults,Male,Sunglasses,Accessories,56,4750.48,Minnesota,L,Beige,Summer,3.2,Yes,Venmo,Express,Yes,Yes,46,PayPal,Every 3 Months
731,48,Middle-aged adults,Male,Boots,Footwear,25,2120.75,Massachusetts,M,Indigo,Summer,3.9,Yes,Venmo,Standard,Yes,Yes,28,Venmo,Fortnightly
732,43,adults,Male,Coat,Outerwear,28,2375.24,Arkansas,M,Red,Spring,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,30,PayPal,Fortnightly
733,34,adults,Male,Shirt,Clothing,57,4835.31,New Hampshire,L,Blue,Spring,2.8,Yes,Cash,Express,Yes,Yes,28,Cash,Bi-Weekly
734,45,adults,Male,Dress,Clothing,36,3053.88,Rhode Island,L,Cyan,Fall,2.7,Yes,Cash,2-Day Shipping,Yes,Yes,20,Debit Card,Bi-Weekly
735,65,Seniors ,Male,Shirt,Clothing,69,5853.27,New Jersey,S,Violet,Winter,3.1,Yes,Venmo,Express,Yes,Yes,39,Bank Transfer,Every 3 Months
736,61,Seniors ,Male,Sunglasses,Accessories,48,4071.84,Montana,M,Orange,Fall,3.6,Yes,Venmo,2-Day Shipping,Yes,Yes,48,Cash,Bi-Weekly
737,18,children,Male,Dress,Clothing,58,4920.14,Colorado,L,Maroon,Spring,2.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,32,Credit Card,Every 3 Months
738,47,Middle-aged adults,Male,Sunglasses,Accessories,24,2035.92,Nebraska,M,Teal,Spring,3.6,Yes,PayPal,Store Pickup,Yes,Yes,28,PayPal,Annually
739,56,Middle-aged adults,Male,Sunglasses,Accessories,31,2629.73,Minnesota,L,Orange,Winter,3.5,Yes,Credit Card,2-Day Shipping,Yes,Yes,27,Venmo,Quarterly
740,64,Seniors ,Male,Shorts,Clothing,29,2460.07,Minnesota,S,Purple,Summer,3.5,Yes,Cash,Free Shipping,Yes,Yes,26,Venmo,Bi-Weekly
741,26,Young adults,Male,Jeans,Clothing,69,5853.27,South Dakota,M,Orange,Summer,2.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,22,Credit Card,Fortnightly
742,22,Young adults,Male,T-shirt,Clothing,79,6701.57,West Virginia,XL,Yellow,Summer,4.7,Yes,Debit Card,Free Shipping,Yes,Yes,23,Bank Transfer,Every 3 Months
743,64,Seniors ,Male,Pants,Clothing,39,3308.37,Nevada,M,Charcoal,Summer,3.1,Yes,Debit Card,Express,Yes,Yes,21,Debit Card,Quarterly
744,21,Young adults,Male,Sunglasses,Accessories,84,7125.72,North Carolina,L,Gray,Fall,4.9,Yes,PayPal,Free Shipping,Yes,Yes,36,Cash,Weekly
745,67,Seniors ,Male,Boots,Footwear,66,5598.78,Illinois,S,Charcoal,Spring,4.1,Yes,Debit Card,Next Day Air,Yes,Yes,42,Debit Card,Bi-Weekly
746,46,Middle-aged adults,Male,T-shirt,Clothing,92,7804.36,Michigan,L,Orange,Fall,4.7,Yes,Credit Card,Standard,Yes,Yes,4,Venmo,Monthly
747,40,adults,Male,Sandals,Footwear,45,3817.35,Michigan,M,Red,Winter,2.5,Yes,Debit Card,Free Shipping,Yes,Yes,47,Credit Card,Annually
748,51,Middle-aged adults,Male,Shorts,Clothing,74,6277.42,Oklahoma,L,Gold,Spring,4.4,Yes,Venmo,Next Day Air,Yes,Yes,13,Bank Transfer,Weekly
749,35,adults,Male,Hat,Accessories,39,3308.37,South Dakota,L,Brown,Fall,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,8,Bank Transfer,Quarterly
750,56,Middle-aged adults,Male,Scarf,Accessories,71,6022.93,Oklahoma,M,Olive,Winter,3.7,Yes,Bank Transfer,Standard,Yes,Yes,11,Debit Card,Quarterly
751,25,Young adults,Male,T-shirt,Clothing,95,8058.85,Maryland,L,Violet,Fall,3.4,Yes,Bank Transfer,Free Shipping,Yes,Yes,5,Venmo,Annually
752,65,Seniors ,Male,Gloves,Accessories,72,6107.76,Ohio,L,Indigo,Fall,4.8,Yes,Credit Card,Free Shipping,Yes,Yes,1,Credit Card,Monthly
753,39,adults,Male,Scarf,Accessories,85,7210.55,Ohio,L,Yellow,Fall,4.2,Yes,Cash,2-Day Shipping,Yes,Yes,17,PayPal,Every 3 Months
754,47,Middle-aged adults,Male,Boots,Footwear,54,4580.82,Massachusetts,M,Teal,Fall,3.4,Yes,Credit Card,Store Pickup,Yes,Yes,27,Venmo,Quarterly
755,36,adults,Male,Gloves,Accessories,41,3478.03,North Carolina,L,Pink,Spring,2.9,Yes,Cash,Store Pickup,Yes,Yes,3,Debit Card,Quarterly
756,66,Seniors ,Male,Coat,Outerwear,24,2035.92,Florida,M,Violet,Spring,3.3,Yes,Venmo,Free Shipping,Yes,Yes,22,PayPal,Weekly
757,62,Seniors ,Male,Belt,Accessories,99,8398.17,Montana,S,Orange,Summer,4.8,Yes,Cash,Standard,Yes,Yes,24,Cash,Fortnightly
758,41,adults,Male,Hoodie,Clothing,32,2714.56,Minnesota,M,Red,Fall,3.8,Yes,Debit Card,Store Pickup,Yes,Yes,18,Debit Card,Quarterly
759,66,Seniors ,Male,Shoes,Footwear,71,6022.93,Massachusetts,L,Peach,Summer,4.6,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,39,Bank Transfer,Every 3 Months
760,51,Middle-aged adults,Male,Dress,Clothing,49,4156.67,Rhode Island,XL,Green,Winter,2.6,Yes,Bank Transfer,Next Day Air,Yes,Yes,25,Credit Card,Fortnightly
761,33,adults,Male,Gloves,Accessories,50,4241.5,Minnesota,XL,Violet,Fall,3.4,Yes,Credit Card,Free Shipping,Yes,Yes,6,Cash,Annually
762,57,Middle-aged adults,Male,Jewelry,Accessories,91,7719.53,Nevada,L,Yellow,Fall,4.2,Yes,Credit Card,Express,Yes,Yes,26,Bank Transfer,Weekly
763,45,adults,Male,Belt,Accessories,46,3902.18,New Mexico,M,Pink,Fall,3.9,Yes,Credit Card,Standard,Yes,Yes,43,Debit Card,Fortnightly
764,61,Seniors ,Male,Sweater,Clothing,50,4241.5,North Carolina,M,Brown,Spring,2.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,6,Credit Card,Monthly
765,55,Middle-aged adults,Male,Skirt,Clothing,39,3308.37,Virginia,XL,Silver,Fall,4.2,Yes,Bank Transfer,Free Shipping,Yes,Yes,6,Debit Card,Quarterly
766,54,Middle-aged adults,Male,Sneakers,Footwear,99,8398.17,Alaska,M,Pink,Summer,3,Yes,Bank Transfer,Store Pickup,Yes,Yes,13,Cash,Quarterly
767,57,Middle-aged adults,Male,Gloves,Accessories,48,4071.84,Nevada,M,Cyan,Winter,3.6,Yes,PayPal,Next Day Air,Yes,Yes,13,PayPal,Monthly
768,27,Young adults,Male,Coat,Outerwear,77,6531.91,Pennsylvania,M,Brown,Fall,2.5,Yes,Cash,Next Day Air,Yes,Yes,11,Cash,Annually
769,64,Seniors ,Male,Backpack,Accessories,95,8058.85,Illinois,XL,Red,Spring,2.6,Yes,PayPal,Express,Yes,Yes,45,Venmo,Weekly
770,52,Middle-aged adults,Male,Socks,Clothing,100,8483,Delaware,M,Silver,Spring,4.3,Yes,Credit Card,Store Pickup,Yes,Yes,8,PayPal,Monthly
771,19,Young adults,Male,Sneakers,Footwear,54,4580.82,Vermont,M,Gray,Spring,3.3,Yes,Venmo,Express,Yes,Yes,8,Credit Card,Annually
772,22,Young adults,Male,Sweater,Clothing,68,5768.44,Hawaii,L,Cyan,Fall,2.6,Yes,Credit Card,Next Day Air,Yes,Yes,34,Bank Transfer,Fortnightly
773,18,children,Male,Jeans,Clothing,22,1866.26,Illinois,L,Teal,Fall,3.6,Yes,Cash,Free Shipping,Yes,Yes,40,Debit Card,Bi-Weekly
774,29,Young adults,Male,Hat,Accessories,84,7125.72,California,L,Indigo,Winter,2.6,Yes,Venmo,Express,Yes,Yes,14,Debit Card,Bi-Weekly
775,42,adults,Male,Hat,Accessories,46,3902.18,Nevada,M,Yellow,Summer,3.5,Yes,Credit Card,Standard,Yes,Yes,11,Credit Card,Quarterly
776,49,Middle-aged adults,Male,Handbag,Accessories,53,4495.99,Kentucky,S,Gold,Winter,3,Yes,PayPal,Store Pickup,Yes,Yes,8,PayPal,Monthly
777,49,Middle-aged adults,Male,Shirt,Clothing,60,5089.8,Alabama,M,Maroon,Spring,5,Yes,PayPal,Standard,Yes,Yes,8,Venmo,Every 3 Months
778,55,Middle-aged adults,Male,Socks,Clothing,32,2714.56,Wyoming,XL,Silver,Spring,2.5,Yes,Credit Card,Express,Yes,Yes,37,Venmo,Weekly
779,29,Young adults,Male,Socks,Clothing,50,4241.5,Massachusetts,M,Yellow,Summer,2.9,Yes,Cash,Store Pickup,Yes,Yes,23,Debit Card,Annually
780,60,Middle-aged adults,Male,Dress,Clothing,94,7974.02,Utah,M,Blue,Spring,4.6,Yes,Credit Card,Express,Yes,Yes,38,Cash,Annually
781,34,adults,Male,Shoes,Footwear,26,2205.58,New York,M,Turquoise,Spring,3.6,Yes,Venmo,Free Shipping,Yes,Yes,38,Cash,Quarterly
782,30,Young adults,Male,Scarf,Accessories,44,3732.52,Vermont,L,Indigo,Winter,3,Yes,PayPal,Store Pickup,Yes,Yes,12,Credit Card,Fortnightly
783,28,Young adults,Male,Hoodie,Clothing,57,4835.31,Hawaii,M,Green,Summer,4.5,Yes,PayPal,Standard,Yes,Yes,15,Cash,Weekly
784,63,Seniors ,Male,T-shirt,Clothing,65,5513.95,Louisiana,L,Purple,Winter,4.5,Yes,Debit Card,Next Day Air,Yes,Yes,38,PayPal,Fortnightly
785,31,adults,Male,Jeans,Clothing,72,6107.76,Alabama,M,Peach,Winter,3.2,Yes,Debit Card,Store Pickup,Yes,Yes,41,Bank Transfer,Every 3 Months
786,46,Middle-aged adults,Male,Shorts,Clothing,62,5259.46,Louisiana,S,Purple,Spring,4,Yes,Bank Transfer,Next Day Air,Yes,Yes,37,PayPal,Fortnightly
787,70,Seniors ,Male,Hat,Accessories,21,1781.43,Indiana,S,Teal,Winter,4.8,Yes,Credit Card,Express,Yes,Yes,16,Bank Transfer,Every 3 Months
788,53,Middle-aged adults,Male,Handbag,Accessories,85,7210.55,Michigan,S,Green,Spring,3.7,Yes,Bank Transfer,Free Shipping,Yes,Yes,25,Venmo,Weekly
789,50,Middle-aged adults,Male,Pants,Clothing,51,4326.33,Rhode Island,XL,Yellow,Summer,3.8,Yes,Venmo,Store Pickup,Yes,Yes,18,Bank Transfer,Quarterly
790,33,adults,Male,Handbag,Accessories,84,7125.72,Idaho,S,Purple,Fall,2.7,Yes,Venmo,Standard,Yes,Yes,4,Credit Card,Bi-Weekly
791,22,Young adults,Male,Sweater,Clothing,37,3138.71,Louisiana,M,Indigo,Summer,4.9,Yes,Venmo,Store Pickup,Yes,Yes,12,Bank Transfer,Quarterly
792,50,Middle-aged adults,Male,Scarf,Accessories,44,3732.52,North Carolina,S,Magenta,Summer,3.1,Yes,Credit Card,2-Day Shipping,Yes,Yes,35,PayPal,Fortnightly
793,34,adults,Male,Sneakers,Footwear,45,3817.35,New Jersey,M,Violet,Spring,4.2,Yes,Venmo,Next Day Air,Yes,Yes,45,Venmo,Weekly
794,24,Young adults,Male,Pants,Clothing,35,2969.05,Alabama,L,Maroon,Summer,3.8,Yes,Cash,Free Shipping,Yes,Yes,16,Credit Card,Monthly
795,69,Seniors ,Male,Backpack,Accessories,50,4241.5,Kentucky,XL,Yellow,Winter,4.2,Yes,Bank Transfer,Store Pickup,Yes,Yes,10,Debit Card,Fortnightly
796,39,adults,Male,Sandals,Footwear,26,2205.58,New York,M,Beige,Summer,4.6,Yes,Cash,Store Pickup,Yes,Yes,34,Venmo,Annually
797,42,adults,Male,Socks,Clothing,78,6616.74,Arizona,XL,Black,Fall,4,Yes,Debit Card,2-Day Shipping,Yes,Yes,43,Credit Card,Annually
798,42,adults,Male,Coat,Outerwear,82,6956.06,Maryland,M,Violet,Fall,4,Yes,Cash,2-Day Shipping,Yes,Yes,38,Debit Card,Weekly
799,29,Young adults,Male,Socks,Clothing,39,3308.37,Alaska,M,Violet,Spring,3.8,Yes,Cash,2-Day Shipping,Yes,Yes,48,PayPal,Every 3 Months
800,55,Middle-aged adults,Male,Belt,Accessories,55,4665.65,Nevada,L,Brown,Summer,3.3,Yes,Venmo,Free Shipping,Yes,Yes,31,PayPal,Annually
801,32,adults,Male,Socks,Clothing,20,1696.6,Utah,S,Gold,Summer,2.6,Yes,Credit Card,Free Shipping,Yes,Yes,20,Cash,Every 3 Months
802,25,Young adults,Male,Belt,Accessories,29,2460.07,New Mexico,L,Blue,Fall,4.9,Yes,Credit Card,Express,Yes,Yes,12,Credit Card,Fortnightly
803,38,adults,Male,Pants,Clothing,41,3478.03,Delaware,M,Teal,Winter,3.5,Yes,Venmo,Next Day Air,Yes,Yes,2,Bank Transfer,Weekly
804,32,adults,Male,Shorts,Clothing,38,3223.54,Connecticut,L,Silver,Winter,2.8,Yes,Credit Card,Express,Yes,Yes,30,Venmo,Every 3 Months
805,43,adults,Male,Boots,Footwear,47,3987.01,Mississippi,M,Maroon,Summer,2.6,Yes,Cash,Store Pickup,Yes,Yes,28,Venmo,Quarterly
806,41,adults,Male,Dress,Clothing,30,2544.9,Connecticut,L,White,Summer,3.7,Yes,Venmo,Next Day Air,Yes,Yes,40,Debit Card,Monthly
807,56,Middle-aged adults,Male,Jeans,Clothing,56,4750.48,Florida,L,Charcoal,Summer,2.7,Yes,Credit Card,Standard,Yes,Yes,46,PayPal,Quarterly
808,27,Young adults,Male,T-shirt,Clothing,89,7549.87,New York,S,Brown,Winter,3.3,Yes,Bank Transfer,Express,Yes,Yes,15,Credit Card,Weekly
809,46,Middle-aged adults,Male,Shoes,Footwear,96,8143.68,Wisconsin,L,Lavender,Fall,4.6,Yes,PayPal,Next Day Air,Yes,Yes,38,Cash,Every 3 Months
810,48,Middle-aged adults,Male,Boots,Footwear,81,6871.23,South Carolina,M,Violet,Fall,4.9,Yes,PayPal,Next Day Air,Yes,Yes,30,PayPal,Bi-Weekly
811,52,Middle-aged adults,Male,Scarf,Accessories,83,7040.89,South Dakota,S,Lavender,Fall,4.9,Yes,Debit Card,Store Pickup,Yes,Yes,32,Debit Card,Bi-Weekly
812,18,children,Male,Sneakers,Footwear,35,2969.05,Illinois,M,Green,Winter,2.7,Yes,Debit Card,Free Shipping,Yes,Yes,36,Venmo,Quarterly
813,64,Seniors ,Male,Boots,Footwear,56,4750.48,Alaska,M,Olive,Summer,3.2,Yes,PayPal,Standard,Yes,Yes,32,Credit Card,Weekly
814,54,Middle-aged adults,Male,Handbag,Accessories,45,3817.35,Montana,S,Olive,Summer,2.9,Yes,Credit Card,Store Pickup,Yes,Yes,14,Debit Card,Annually
815,31,adults,Male,Shirt,Clothing,62,5259.46,Minnesota,M,Pink,Winter,3.8,Yes,Cash,Express,Yes,Yes,8,PayPal,Monthly
816,30,Young adults,Male,Hat,Accessories,84,7125.72,West Virginia,L,Teal,Spring,3,Yes,Cash,Next Day Air,Yes,Yes,27,Venmo,Bi-Weekly
817,26,Young adults,Male,Sweater,Clothing,24,2035.92,Illinois,L,Cyan,Summer,3.9,Yes,Credit Card,Store Pickup,Yes,Yes,24,Debit Card,Monthly
818,25,Young adults,Male,Handbag,Accessories,21,1781.43,Nevada,S,Gray,Spring,4.7,Yes,Credit Card,Store Pickup,Yes,Yes,30,PayPal,Fortnightly
819,59,Middle-aged adults,Male,Shirt,Clothing,91,7719.53,Idaho,M,Peach,Winter,4.9,Yes,Cash,Store Pickup,Yes,Yes,34,Debit Card,Monthly
820,55,Middle-aged adults,Male,Sunglasses,Accessories,36,3053.88,Colorado,S,Teal,Winter,4.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,28,Debit Card,Quarterly
821,56,Middle-aged adults,Male,Sneakers,Footwear,39,3308.37,Louisiana,M,Turquoise,Spring,2.5,Yes,Cash,2-Day Shipping,Yes,Yes,27,Debit Card,Monthly
822,62,Seniors ,Male,Hoodie,Clothing,39,3308.37,Vermont,M,Green,Spring,3.9,Yes,Cash,Standard,Yes,Yes,31,Credit Card,Bi-Weekly
823,35,adults,Male,Shirt,Clothing,59,5004.97,Mississippi,L,Magenta,Winter,3.4,Yes,Cash,Standard,Yes,Yes,23,Bank Transfer,Annually
824,51,Middle-aged adults,Male,Sunglasses,Accessories,27,2290.41,Georgia,M,Green,Winter,2.5,Yes,PayPal,Free Shipping,Yes,Yes,11,Credit Card,Quarterly
825,61,Seniors ,Male,Blouse,Clothing,94,7974.02,Georgia,M,White,Spring,3,Yes,Venmo,Store Pickup,Yes,Yes,48,Cash,Quarterly
826,27,Young adults,Male,Belt,Accessories,94,7974.02,Nebraska,XL,Brown,Fall,3.6,Yes,Venmo,Next Day Air,Yes,Yes,17,Cash,Monthly
827,54,Middle-aged adults,Male,Dress,Clothing,94,7974.02,Massachusetts,M,Purple,Winter,3.6,Yes,Credit Card,Standard,Yes,Yes,36,PayPal,Weekly
828,31,adults,Male,Shoes,Footwear,51,4326.33,Colorado,S,Green,Fall,4.1,Yes,Credit Card,Free Shipping,Yes,Yes,33,Bank Transfer,Fortnightly
829,24,Young adults,Male,Socks,Clothing,62,5259.46,Nevada,M,Peach,Fall,3.7,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,27,PayPal,Bi-Weekly
830,42,adults,Male,Socks,Clothing,57,4835.31,Idaho,S,Silver,Spring,3.1,Yes,Debit Card,2-Day Shipping,Yes,Yes,14,Credit Card,Fortnightly
831,41,adults,Male,Shorts,Clothing,76,6447.08,Wyoming,M,Maroon,Fall,4.2,Yes,Cash,Express,Yes,Yes,5,Credit Card,Annually
832,66,Seniors ,Male,Gloves,Accessories,63,5344.29,Washington,M,Red,Summer,4.3,Yes,Debit Card,Express,Yes,Yes,47,Cash,Every 3 Months
833,58,Middle-aged adults,Male,Jacket,Outerwear,80,6786.4,California,L,Blue,Fall,2.5,Yes,Credit Card,Express,Yes,Yes,28,Cash,Bi-Weekly
834,43,adults,Male,Handbag,Accessories,68,5768.44,Oklahoma,M,Purple,Fall,3.5,Yes,Debit Card,Standard,Yes,Yes,11,Credit Card,Annually
835,52,Middle-aged adults,Male,Backpack,Accessories,89,7549.87,Nevada,M,Indigo,Summer,3.1,Yes,Debit Card,Free Shipping,Yes,Yes,18,Credit Card,Weekly
836,35,adults,Male,Boots,Footwear,26,2205.58,Maryland,L,Indigo,Summer,2.5,Yes,Debit Card,Next Day Air,Yes,Yes,21,Debit Card,Weekly
837,23,Young adults,Male,Gloves,Accessories,90,7634.7,West Virginia,L,Violet,Winter,3.9,Yes,PayPal,Store Pickup,Yes,Yes,22,Cash,Bi-Weekly
838,25,Young adults,Male,Hoodie,Clothing,28,2375.24,Illinois,L,Brown,Spring,4.9,Yes,Credit Card,Express,Yes,Yes,33,Cash,Every 3 Months
839,33,adults,Male,Coat,Outerwear,29,2460.07,Kentucky,M,Gray,Spring,4.3,Yes,Bank Transfer,Express,Yes,Yes,49,Credit Card,Annually
840,48,Middle-aged adults,Male,Shirt,Clothing,31,2629.73,Illinois,L,Teal,Spring,2.6,Yes,Cash,Free Shipping,Yes,Yes,10,Debit Card,Every 3 Months
841,42,adults,Male,Shirt,Clothing,24,2035.92,Alabama,L,Teal,Summer,4.2,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,18,PayPal,Weekly
842,55,Middle-aged adults,Male,Sweater,Clothing,88,7465.04,Texas,M,Beige,Summer,2.6,Yes,Venmo,Store Pickup,Yes,Yes,28,PayPal,Fortnightly
843,59,Middle-aged adults,Male,Shirt,Clothing,87,7380.21,Missouri,M,Violet,Spring,3.6,Yes,Venmo,Express,Yes,Yes,25,PayPal,Weekly
844,65,Seniors ,Male,Hoodie,Clothing,80,6786.4,Pennsylvania,S,Beige,Summer,3.2,Yes,Cash,Express,Yes,Yes,6,PayPal,Weekly
845,59,Middle-aged adults,Male,Sandals,Footwear,48,4071.84,Missouri,L,Purple,Winter,4.4,Yes,PayPal,Express,Yes,Yes,44,Venmo,Bi-Weekly
846,31,adults,Male,Belt,Accessories,21,1781.43,Michigan,XL,Charcoal,Winter,3.7,Yes,PayPal,Standard,Yes,Yes,30,Venmo,Monthly
847,49,Middle-aged adults,Male,Boots,Footwear,72,6107.76,Kentucky,M,Pink,Spring,3.7,Yes,Bank Transfer,Express,Yes,Yes,42,Debit Card,Quarterly
848,53,Middle-aged adults,Male,Hoodie,Clothing,44,3732.52,New Jersey,L,Blue,Fall,4.1,Yes,Bank Transfer,Standard,Yes,Yes,30,PayPal,Monthly
849,48,Middle-aged adults,Male,Sandals,Footwear,73,6192.59,Delaware,M,Lavender,Fall,3.6,Yes,PayPal,Store Pickup,Yes,Yes,33,Credit Card,Bi-Weekly
850,23,Young adults,Male,Jeans,Clothing,61,5174.63,Missouri,S,Charcoal,Spring,4.3,Yes,Debit Card,Express,Yes,Yes,24,PayPal,Quarterly
851,68,Seniors ,Male,Shoes,Footwear,20,1696.6,Connecticut,L,Turquoise,Winter,2.6,Yes,Bank Transfer,Store Pickup,Yes,Yes,13,Venmo,Monthly
852,35,adults,Male,Sandals,Footwear,86,7295.38,Massachusetts,M,Red,Summer,2.9,Yes,Credit Card,Express,Yes,Yes,19,Debit Card,Monthly
853,34,adults,Male,Dress,Clothing,60,5089.8,Florida,L,Yellow,Spring,4.2,Yes,Venmo,Next Day Air,Yes,Yes,23,Debit Card,Every 3 Months
